pair,scenario,condition,correct,final_choice,n_turns
gemini-3.1-pro-preview × gemini-3.1-pro-preview,film_shelf_drawer,asym_A1_expert,0,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flag_pole_box,asym_A1_expert,0,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flashlight_drawer_shelf,asym_A1_expert,0,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flask_desk_locker,asym_A1_expert,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fork_drawer_counter,asym_A1_expert,0,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,frame_wall_desk,asym_A1_expert,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glasses_counter_shelf,asym_A1_expert,0,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,globe_desk_shelf,asym_A1_expert,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glove_bench_pocket,asym_A1_expert,0,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hammer_shelf_floor,asym_A1_expert,0,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hat_hook_chair,asym_A1_expert,0,chair,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jacket_hook_chair,asym_A1_expert,0,chair,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jar_shelf_counter,asym_A1_expert,0,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,key_in_boxes,asym_A1_expert,0,blue box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,knob_box_shelf,asym_A1_expert,0,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lantern_tent_truck,asym_A1_expert,0,tent,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lanyard_locker_desk,asym_A1_expert,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,leash_hook_table,asym_A1_expert,0,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lens_bag_case,asym_A1_expert,0,case,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,letter_mailbox_mat,asym_A1_expert,0,mailbox,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lighter_drawer_pocket,asym_A1_expert,0,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lock_gate_shed,asym_A1_expert,0,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,map_table_wall,asym_A1_expert,0,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,marker_cup_tray,asym_A1_expert,0,cup,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mask_hook_drawer,asym_A1_expert,0,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mat_floor_shelf,asym_A1_expert,0,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,medal_shelf_box,asym_A1_expert,0,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mirror_wall_shelf,asym_A1_expert,0,wall,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mug_shelf_rack,asym_A1_expert,0,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,needle_box_drawer,asym_A1_expert,0,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,net_shed_yard,asym_A1_expert,0,yard,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,notebook_desk_backpack,asym_A1_expert,0,backpack,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,package_door_porch,asym_A1_expert,0,front door,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pail_shed_porch,asym_A1_expert,0,porch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,paint_shelf_bench,asym_A1_expert,0,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pan_stove_shelf,asym_A1_expert,0,stove,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,patch_drawer_table,asym_A1_expert,0,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pen_cup_tray,asym_A1_expert,0,cup,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,phone_table_couch,asym_A1_expert,0,couch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,photo_shelf_drawer,asym_A1_expert,0,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pillow_bed_couch,asym_A1_expert,0,couch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plate_table_sink,asym_A1_expert,0,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plug_desk_floor,asym_A1_expert,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rake_shed_fence,asym_A1_expert,0,fence,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,receipt_pocket_folder,asym_A1_expert,0,folder,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,remote_table_cushion,asym_A1_expert,0,cushion,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ring_box_pouch,asym_A1_expert,0,pouch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rope_shed_trunk,asym_A1_expert,0,trunk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scale_counter_shelf,asym_A1_expert,0,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scarf_closet_bench,asym_A1_expert,0,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scissors_cabinet_desk,asym_A1_expert,0,cabinet,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,seed_pot_bag,asym_A1_expert,0,pot,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,shovel_shed_yard,asym_A1_expert,0,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,soap_shelf_ledge,asym_A1_expert,0,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,sponge_sink_counter,asym_A1_expert,0,sink,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,spoon_cup_bowl,asym_A1_expert,0,cup,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stamp_drawer_tray,asym_A1_expert,0,tray,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stapler_desk_drawer,asym_A1_expert,0,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stone_ledge_pot,asym_A1_expert,0,ledge,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,strap_hook_drawer,asym_A1_expert,0,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tape_drawer_shelf,asym_A1_expert,0,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ticket_pocket_bag,asym_A1_expert,0,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,towel_rack_basket,asym_A1_expert,0,basket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,toy_bin_rug,asym_A1_expert,0,rug,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tray_oven_counter,asym_A1_expert,0,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,umbrella_stand_hook,asym_A1_expert,0,stand,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,vase_table_mantle,asym_A1_expert,0,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wallet_desk_drawer,asym_A1_expert,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,watch_dresser_nightstand,asym_A1_expert,0,dresser,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,whisk_drawer_hook,asym_A1_expert,0,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wire_bench_drawer,asym_A1_expert,0,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wrench_bench_toolbox,asym_A1_expert,0,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,apron_hook_drawer,asym_A2_unreliable,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,badge_desk_hook,asym_A2_unreliable,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ball_yard_garage,asym_A2_unreliable,0,yard,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,belt_closet_chair,asym_A2_unreliable,1,chair,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,binder_shelf_desk,asym_A2_unreliable,0,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,blanket_bed_chair,asym_A2_unreliable,0,chair,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,book_shelf_bag,asym_A2_unreliable,0,bag,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bottle_fridge_counter,asym_A2_unreliable,0,fridge,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bowl_table_counter,asym_A2_unreliable,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,broom_closet_corner,asym_A2_unreliable,1,closet,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,brush_drawer_counter,asym_A2_unreliable,0,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bulb_box_shelf,asym_A2_unreliable,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cable_desk_floor,asym_A2_unreliable,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,camera_bag_shelf,asym_A2_unreliable,0,bag,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,candle_mantle_table,asym_A2_unreliable,0,table,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chain_hook_box,asym_A2_unreliable,0,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chalk_tray_box,asym_A2_unreliable,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,charger_desk_bed,asym_A2_unreliable,0,bed,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clip_desk_tray,asym_A2_unreliable,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clipboard_shelf_desk,asym_A2_unreliable,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cloth_rack_basket,asym_A2_unreliable,0,rack,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,coin_jar_pocket,asym_A2_unreliable,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,comb_drawer_shelf,asym_A2_unreliable,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cord_desk_basket,asym_A2_unreliable,0,desk,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cup_shelf_table,asym_A2_unreliable,0,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,dice_cup_table,asym_A2_unreliable,0,cup,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,drill_bench_case,asym_A2_unreliable,0,case,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fan_shelf_floor,asym_A2_unreliable,0,floor,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,film_shelf_drawer,asym_A2_unreliable,0,drawer,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flag_pole_box,asym_A2_unreliable,0,box,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flashlight_drawer_shelf,asym_A2_unreliable,0,shelf,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flask_desk_locker,asym_A2_unreliable,1,locker,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fork_drawer_counter,asym_A2_unreliable,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,frame_wall_desk,asym_A2_unreliable,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glasses_counter_shelf,asym_A2_unreliable,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,globe_desk_shelf,asym_A2_unreliable,0,desk,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glove_bench_pocket,asym_A2_unreliable,0,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hammer_shelf_floor,asym_A2_unreliable,0,shelf,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hat_hook_chair,asym_A2_unreliable,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jacket_hook_chair,asym_A2_unreliable,0,chair,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jar_shelf_counter,asym_A2_unreliable,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,key_in_boxes,asym_A2_unreliable,0,blue box,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,knob_box_shelf,asym_A2_unreliable,0,shelf,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lantern_tent_truck,asym_A2_unreliable,0,tent,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lanyard_locker_desk,asym_A2_unreliable,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,leash_hook_table,asym_A2_unreliable,0,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lens_bag_case,asym_A2_unreliable,1,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,letter_mailbox_mat,asym_A2_unreliable,0,mailbox,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lighter_drawer_pocket,asym_A2_unreliable,0,drawer,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lock_gate_shed,asym_A2_unreliable,0,shed,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,map_table_wall,asym_A2_unreliable,0,table,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,marker_cup_tray,asym_A2_unreliable,1,tray,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mask_hook_drawer,asym_A2_unreliable,0,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mat_floor_shelf,asym_A2_unreliable,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,medal_shelf_box,asym_A2_unreliable,0,shelf,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mirror_wall_shelf,asym_A2_unreliable,0,wall,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mug_shelf_rack,asym_A2_unreliable,0,shelf,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,needle_box_drawer,asym_A2_unreliable,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,net_shed_yard,asym_A2_unreliable,0,yard,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,notebook_desk_backpack,asym_A2_unreliable,0,backpack,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,package_door_porch,asym_A2_unreliable,1,back porch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pail_shed_porch,asym_A2_unreliable,0,porch,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,paint_shelf_bench,asym_A2_unreliable,0,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pan_stove_shelf,asym_A2_unreliable,0,stove,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,patch_drawer_table,asym_A2_unreliable,0,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pen_cup_tray,asym_A2_unreliable,0,cup,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,phone_table_couch,asym_A2_unreliable,0,couch,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,photo_shelf_drawer,asym_A2_unreliable,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,pillow_bed_couch,asym_A2_unreliable,1,bed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plate_table_sink,asym_A2_unreliable,1,sink,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,plug_desk_floor,asym_A2_unreliable,0,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rake_shed_fence,asym_A2_unreliable,0,fence,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,receipt_pocket_folder,asym_A2_unreliable,0,folder,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,remote_table_cushion,asym_A2_unreliable,0,cushion,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ring_box_pouch,asym_A2_unreliable,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,rope_shed_trunk,asym_A2_unreliable,1,shed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scale_counter_shelf,asym_A2_unreliable,0,counter,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scarf_closet_bench,asym_A2_unreliable,1,closet,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,scissors_cabinet_desk,asym_A2_unreliable,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,seed_pot_bag,asym_A2_unreliable,1,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,shovel_shed_yard,asym_A2_unreliable,0,shed,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,soap_shelf_ledge,asym_A2_unreliable,1,ledge,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,sponge_sink_counter,asym_A2_unreliable,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,spoon_cup_bowl,asym_A2_unreliable,0,cup,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stamp_drawer_tray,asym_A2_unreliable,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stapler_desk_drawer,asym_A2_unreliable,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,stone_ledge_pot,asym_A2_unreliable,1,pot,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,strap_hook_drawer,asym_A2_unreliable,0,hook,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tape_drawer_shelf,asym_A2_unreliable,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ticket_pocket_bag,asym_A2_unreliable,0,bag,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,towel_rack_basket,asym_A2_unreliable,0,basket,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,toy_bin_rug,asym_A2_unreliable,0,rug,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,tray_oven_counter,asym_A2_unreliable,1,oven,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,umbrella_stand_hook,asym_A2_unreliable,0,stand,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,vase_table_mantle,asym_A2_unreliable,0,table,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wallet_desk_drawer,asym_A2_unreliable,0,desk,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,watch_dresser_nightstand,asym_A2_unreliable,0,dresser,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,whisk_drawer_hook,asym_A2_unreliable,0,hook,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wire_bench_drawer,asym_A2_unreliable,0,drawer,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,wrench_bench_toolbox,asym_A2_unreliable,0,bench,4
gemini-3.1-pro-preview × gemini-3.1-pro-preview,apron_hook_drawer,asym_A3_incentivized,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,badge_desk_hook,asym_A3_incentivized,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,ball_yard_garage,asym_A3_incentivized,1,garage,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,belt_closet_chair,asym_A3_incentivized,1,chair,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,binder_shelf_desk,asym_A3_incentivized,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,blanket_bed_chair,asym_A3_incentivized,1,bed,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,book_shelf_bag,asym_A3_incentivized,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bottle_fridge_counter,asym_A3_incentivized,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bowl_table_counter,asym_A3_incentivized,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,broom_closet_corner,asym_A3_incentivized,1,closet,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,brush_drawer_counter,asym_A3_incentivized,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,bulb_box_shelf,asym_A3_incentivized,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cable_desk_floor,asym_A3_incentivized,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,camera_bag_shelf,asym_A3_incentivized,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,candle_mantle_table,asym_A3_incentivized,1,mantle,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chain_hook_box,asym_A3_incentivized,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,chalk_tray_box,asym_A3_incentivized,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,charger_desk_bed,asym_A3_incentivized,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clip_desk_tray,asym_A3_incentivized,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,clipboard_shelf_desk,asym_A3_incentivized,1,desk,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cloth_rack_basket,asym_A3_incentivized,1,basket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,coin_jar_pocket,asym_A3_incentivized,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,comb_drawer_shelf,asym_A3_incentivized,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cord_desk_basket,asym_A3_incentivized,1,basket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,cup_shelf_table,asym_A3_incentivized,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,dice_cup_table,asym_A3_incentivized,1,table,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,drill_bench_case,asym_A3_incentivized,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fan_shelf_floor,asym_A3_incentivized,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,film_shelf_drawer,asym_A3_incentivized,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flag_pole_box,asym_A3_incentivized,1,pole,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flashlight_drawer_shelf,asym_A3_incentivized,1,drawer,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,flask_desk_locker,asym_A3_incentivized,1,locker,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,fork_drawer_counter,asym_A3_incentivized,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,frame_wall_desk,asym_A3_incentivized,1,wall,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glasses_counter_shelf,asym_A3_incentivized,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,globe_desk_shelf,asym_A3_incentivized,1,shelf,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,glove_bench_pocket,asym_A3_incentivized,1,bench,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hammer_shelf_floor,asym_A3_incentivized,1,floor,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,hat_hook_chair,asym_A3_incentivized,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jacket_hook_chair,asym_A3_incentivized,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,jar_shelf_counter,asym_A3_incentivized,1,counter,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,key_in_boxes,asym_A3_incentivized,1,red box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,knob_box_shelf,asym_A3_incentivized,1,box,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lantern_tent_truck,asym_A3_incentivized,1,truck,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lanyard_locker_desk,asym_A3_incentivized,1,locker,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,leash_hook_table,asym_A3_incentivized,1,hook,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lens_bag_case,asym_A3_incentivized,1,bag,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,letter_mailbox_mat,asym_A3_incentivized,1,mat,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lighter_drawer_pocket,asym_A3_incentivized,1,pocket,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,lock_gate_shed,asym_A3_incentivized,1,gate,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,map_table_wall,asym_A3_incentivized,1,wall,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,marker_cup_tray,asym_A3_incentivized,1,tray,2
gemini-3.1-pro-preview × gemini-3.1-pro-preview,mask_hook_drawer,asym_A3_incentivized,1,drawer,2
