case_type,pair,model_1,model_2,scenario,episode_idx,n_turns,final_choice,has_leave,has_prompt_leak,has_repetition,has_max_turns,has_guide_leave,has_guide_goal_fail
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,fork_drawer_counter,129,8,drawer,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,package_door_porch,12,4,,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,fork_drawer_counter,130,16,counter,1,0,0,1,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,fork_drawer_counter,131,10,counter,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ticket_pocket_bag,132,16,bag,1,0,0,1,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ticket_pocket_bag,135,14,bag,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ticket_pocket_bag,136,8,pocket,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ticket_pocket_bag,137,12,pocket,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,map_table_wall,138,6,,0,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,map_table_wall,141,16,,0,0,0,1,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,map_table_wall,142,10,wall,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,map_table_wall,143,8,wall,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,broom_closet_corner,147,8,corner,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,broom_closet_corner,149,14,closet,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,camera_bag_shelf,153,16,,0,0,1,1,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,camera_bag_shelf,154,6,shelf,1,0,0,0,0,0
mutual_incoh_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,camera_bag_shelf,155,16,,1,0,0,1,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,brush_drawer_counter,156,16,,0,0,1,1,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,brush_drawer_counter,159,10,counter,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,package_door_porch,15,4,,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,brush_drawer_counter,161,10,drawer,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,spoon_cup_bowl,162,6,cup,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,spoon_cup_bowl,165,8,cup,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,spoon_cup_bowl,166,16,bowl,1,0,0,1,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,spoon_cup_bowl,167,10,bowl,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,badge_desk_hook,168,16,hook,1,0,1,1,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,package_door_porch,16,12,back porch,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,badge_desk_hook,171,10,hook,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,badge_desk_hook,172,8,desk,1,0,0,0,0,0
mutual_incoh_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,badge_desk_hook,173,16,,0,0,1,1,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,lantern_tent_truck,177,14,tent,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,lantern_tent_truck,179,6,truck,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,package_door_porch,17,8,back porch,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,blanket_bed_chair,183,10,chair,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,blanket_bed_chair,184,6,bed,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,blanket_bed_chair,185,12,bed,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,tape_drawer_shelf,186,10,,1,0,1,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,tape_drawer_shelf,189,8,drawer,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,tape_drawer_shelf,190,10,shelf,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,tape_drawer_shelf,191,6,shelf,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,charger_desk_bed,195,16,,0,0,1,1,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,charger_desk_bed,196,8,desk,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,charger_desk_bed,197,8,desk,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,bottle_fridge_counter,198,16,,0,0,1,1,0,0
conflict_coop_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,bottle_fridge_counter,201,6,counter,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,bottle_fridge_counter,203,10,counter,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,notebook_desk_backpack,207,16,,0,0,1,1,0,0
mutual_incoh_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,notebook_desk_backpack,209,16,,0,0,1,1,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,wrench_bench_toolbox,210,16,,0,0,1,1,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,wrench_bench_toolbox,213,16,,0,0,1,1,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,wrench_bench_toolbox,214,10,toolbox,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,wrench_bench_toolbox,215,10,toolbox,1,0,1,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pillow_bed_couch,219,10,couch,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,phone_table_couch,21,16,,0,0,0,1,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pillow_bed_couch,220,6,bed,1,0,0,0,0,0
mutual_incoh_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,pillow_bed_couch,221,10,couch,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,hammer_shelf_floor,225,8,shelf,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,hammer_shelf_floor,226,16,floor,1,0,0,1,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,hammer_shelf_floor,227,16,floor,1,0,0,1,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,receipt_pocket_folder,228,10,folder,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,receipt_pocket_folder,231,10,folder,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,receipt_pocket_folder,232,12,pocket,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,receipt_pocket_folder,233,12,pocket,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,plate_table_sink,234,16,table,1,0,1,1,0,0
conflict_coop_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,plate_table_sink,237,4,sink,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,plate_table_sink,238,6,sink,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,plate_table_sink,239,6,sink,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,phone_table_couch,23,14,table,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,jacket_hook_chair,240,16,,0,0,1,1,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,jacket_hook_chair,243,12,chair,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,jacket_hook_chair,244,12,hook,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,jacket_hook_chair,245,12,hook,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ball_yard_garage,249,14,yard,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,book_shelf_bag,24,12,bag,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ball_yard_garage,250,12,garage,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,ball_yard_garage,251,16,garage,1,0,0,1,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,stamp_drawer_tray,255,14,tray,1,0,0,0,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,stamp_drawer_tray,256,10,drawer,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,stamp_drawer_tray,257,10,drawer,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,photo_shelf_drawer,258,16,,0,0,1,1,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,photo_shelf_drawer,261,6,shelf,1,0,0,0,0,0
mutual_incoh_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,photo_shelf_drawer,263,12,drawer,1,0,0,0,0,0
mutual_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,cable_desk_floor,264,10,floor,1,0,0,0,0,0
conflict_coop_fail,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,cable_desk_floor,267,16,,0,0,0,1,0,0
conflict_adv_success,Meta-Llama-3-8B-Instruct x Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,Meta-Llama-3-8B-Instruct,cable_desk_floor,268,8,desk,1,0,0,0,0,0
