case_type,pair,model_1,model_2,scenario,episode_idx,n_turns,final_choice,has_leave,has_prompt_leak,has_repetition,has_max_turns,has_guide_leave,has_guide_goal_fail
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,1051,2,truck,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,1055,2,truck,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,1056,2,locker,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,1057,2,locker,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,1058,2,locker,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,1059,2,locker,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,1060,2,locker,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,1061,4,desk,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,1062,2,locker,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,1074,2,locker,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,1079,2,locker,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1080,2,hook,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1081,2,hook,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1082,2,hook,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1083,2,hook,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1084,2,table,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1085,3,,0,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1086,4,table,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1098,2,hook,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1099,2,hook,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,1103,2,hook,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1104,2,bag,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1105,2,bag,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1106,2,bag,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1107,2,bag,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1108,2,bag,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1109,4,case,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1110,2,bag,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1122,2,bag,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1123,2,bag,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lens_bag_case,1127,2,bag,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1128,2,mat,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1129,2,mat,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1130,2,mat,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1131,2,mat,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1132,2,mat,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1133,2,mat,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1134,2,mat,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1146,2,mat,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1147,2,mat,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,binder_shelf_desk,114,2,desk,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,letter_mailbox_mat,1151,2,mat,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,1152,2,pocket,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,1153,2,pocket,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,1154,2,pocket,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,1155,2,pocket,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,1156,4,drawer,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,1157,2,pocket,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,1158,2,pocket,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,binder_shelf_desk,115,2,desk,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,1170,2,pocket,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lighter_drawer_pocket,1175,2,pocket,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1176,2,gate,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1177,2,gate,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1178,2,gate,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1179,2,gate,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1180,2,gate,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1181,2,gate,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1182,2,gate,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1194,2,gate,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1195,2,gate,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lock_gate_shed,1199,2,gate,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,binder_shelf_desk,119,2,desk,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1200,4,table,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1201,2,wall,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1202,2,wall,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1203,2,wall,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1204,2,wall,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1205,2,table,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1206,2,wall,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,120,2,bed,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1218,2,wall,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1219,2,wall,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,121,2,bed,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,1223,2,wall,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,1224,2,tray,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,1225,2,tray,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,1226,2,tray,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,1227,2,tray,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,1228,2,tray,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,1229,2,tray,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,122,2,bed,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,1230,2,tray,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,123,2,bed,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,1242,2,tray,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,marker_cup_tray,1247,2,tray,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1248,2,drawer,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1249,2,drawer,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,124,2,bed,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1250,2,drawer,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1251,2,drawer,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1252,2,drawer,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1253,4,hook,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1254,2,drawer,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,125,2,bed,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1266,2,drawer,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1267,2,drawer,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,126,2,bed,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mask_hook_drawer,1271,2,drawer,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1272,2,shelf,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1273,2,shelf,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1274,2,shelf,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1275,2,shelf,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1276,2,floor,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1277,2,floor,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1278,2,shelf,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1290,2,shelf,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1291,2,shelf,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mat_floor_shelf,1295,2,shelf,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1296,4,shelf,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1297,2,box,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1298,2,box,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1299,2,box,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1300,2,box,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1301,2,box,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1302,2,box,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1314,2,box,1,0,0,0,0,0
conflict_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1315,2,box,1,0,0,0,0,0
conflict_coop_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,medal_shelf_box,1319,2,box,1,0,0,0,0,0
mutual_adv_fail,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mirror_wall_shelf,1320,4,wall,1,0,0,0,0,0
mutual_adv_success,gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,mirror_wall_shelf,1321,2,shelf,1,0,0,0,0,0
