pair,model_1,model_2,scenario,condition,episode_idx,correct,final_choice,n_turns,guide_goal_failure,guide_says_leave,no_leave,null_choice,ambiguous_leave,substring_match,prompt_leakage,cascade_leakage,repetitive_loop,max_turns_hit,single_word_seeker,multi_leave,ava_parroting,parenthetical_aside,meta_commentary,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,watch_dresser_nightstand,conflict_adv,118,0,dresser,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,watch_dresser_nightstand,mutual_incoh,119,1,nightstand,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,wallet_desk_drawer,mutual_incoh,11,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,candle_mantle_table,mutual_coop,120,1,mantle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,candle_mantle_table,asym_coop,121,1,mantle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,candle_mantle_table,asym_adv,122,1,mantle,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,candle_mantle_table,conflict_coop,123,1,mantle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,candle_mantle_table,conflict_adv,124,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,candle_mantle_table,mutual_incoh,125,1,mantle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,fork_drawer_counter,mutual_coop,126,1,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,fork_drawer_counter,asym_coop,127,1,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,fork_drawer_counter,asym_adv,128,0,drawer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,fork_drawer_counter,conflict_coop,129,1,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,package_door_porch,mutual_coop,12,1,back porch,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,fork_drawer_counter,conflict_adv,130,0,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,fork_drawer_counter,mutual_incoh,131,0,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,ticket_pocket_bag,mutual_coop,132,1,pocket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,ticket_pocket_bag,asym_coop,133,1,pocket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,ticket_pocket_bag,asym_adv,134,1,pocket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,ticket_pocket_bag,conflict_coop,135,1,pocket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,ticket_pocket_bag,conflict_adv,136,0,bag,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,ticket_pocket_bag,mutual_incoh,137,1,pocket,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,mutual_coop,138,1,wall,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,asym_coop,139,1,wall,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,package_door_porch,asym_coop,13,1,back porch,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,asym_adv,140,1,wall,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,conflict_coop,141,1,wall,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,conflict_adv,142,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,map_table_wall,mutual_incoh,143,1,wall,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,broom_closet_corner,mutual_coop,144,1,closet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,broom_closet_corner,asym_coop,145,1,closet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,broom_closet_corner,asym_adv,146,1,closet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,broom_closet_corner,conflict_coop,147,1,closet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,broom_closet_corner,conflict_adv,148,0,corner,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,broom_closet_corner,mutual_incoh,149,1,closet,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,package_door_porch,asym_adv,14,0,front door,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,camera_bag_shelf,mutual_coop,150,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,camera_bag_shelf,asym_coop,151,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,camera_bag_shelf,asym_adv,152,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,camera_bag_shelf,conflict_coop,153,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,camera_bag_shelf,conflict_adv,154,0,bag,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,camera_bag_shelf,mutual_incoh,155,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,brush_drawer_counter,mutual_coop,156,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,brush_drawer_counter,asym_coop,157,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,brush_drawer_counter,asym_adv,158,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,brush_drawer_counter,conflict_coop,159,1,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,package_door_porch,conflict_coop,15,1,back porch,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,brush_drawer_counter,conflict_adv,160,0,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,brush_drawer_counter,mutual_incoh,161,0,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,spoon_cup_bowl,mutual_coop,162,1,bowl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,spoon_cup_bowl,asym_coop,163,1,bowl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,spoon_cup_bowl,asym_adv,164,1,bowl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,spoon_cup_bowl,conflict_coop,165,1,bowl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,spoon_cup_bowl,conflict_adv,166,0,cup,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,spoon_cup_bowl,mutual_incoh,167,1,bowl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,badge_desk_hook,mutual_coop,168,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,badge_desk_hook,asym_coop,169,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,package_door_porch,conflict_adv,16,0,front door,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,badge_desk_hook,asym_adv,170,1,desk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,badge_desk_hook,conflict_coop,171,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,badge_desk_hook,conflict_adv,172,0,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,badge_desk_hook,mutual_incoh,173,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,mutual_coop,174,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,asym_coop,175,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,asym_adv,176,1,truck,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_coop,177,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_adv,178,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,mutual_incoh,179,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,package_door_porch,mutual_incoh,17,1,back porch,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,mutual_coop,180,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,asym_coop,181,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,asym_adv,182,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,conflict_coop,183,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,conflict_adv,184,0,chair,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,blanket_bed_chair,mutual_incoh,185,1,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,tape_drawer_shelf,mutual_coop,186,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,tape_drawer_shelf,asym_coop,187,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,tape_drawer_shelf,asym_adv,188,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,tape_drawer_shelf,conflict_coop,189,1,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,phone_table_couch,mutual_coop,18,1,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,tape_drawer_shelf,conflict_adv,190,0,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,tape_drawer_shelf,mutual_incoh,191,0,drawer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,charger_desk_bed,mutual_coop,192,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,charger_desk_bed,asym_coop,193,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,charger_desk_bed,asym_adv,194,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,charger_desk_bed,conflict_coop,195,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,charger_desk_bed,conflict_adv,196,0,bed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,charger_desk_bed,mutual_incoh,197,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,bottle_fridge_counter,mutual_coop,198,1,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,bottle_fridge_counter,asym_coop,199,1,counter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,phone_table_couch,asym_coop,19,1,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
